derived_word,origin_w,chapter,deck,meaning,example,viewed,status
Indiscreet,careless,7,3,"Having, showing, or proceeding from too great a readiness to reveal things that should remain private or secret.","In an indiscreet moment, the president let his genuine opinions be known.",0,0
Rapid,careless,7,3,Happening in a short time or at a great rate.,The 1990s were a period of rapid.,0,0
Reckless,careless,7,3,Heedless of danger or the consequences of one's actions; rash or impetuous.,He was found guilty of reckless driving.,0,0
Summary,careless,7,3,A brief statement or account of the main points of something.,"At the end of the news, they often give you a summary of the main stories.",0,0
Excitable,careless,7,3,Responding too readily to something new or stimulating; easily excited.,an excitable child,0,0
Casual,careless,7,3,Relaxed and unconcerned.,casual clothes,0,0
Cursory,careless,7,3,Hasty and therefore not thorough or detailed.,a cursory glance / look,0,0
Impromptu,careless,7,3,Done without being planned or rehearsed.,an impromptu party / performance,0,0
Perfunctory,careless,7,3,"(of an action) carried out without real interest, feeling, or effort.",His smile was perfunctory.,0,0
Spontaneous,careless,7,3,Performed or occurring as a result of a sudden impulse or inclination and without premeditation or external stimulus.,"His jokes seemed spontaneous, but were in fact carefully prepared beforehand.",0,0
Expedite,promote,8,1,Make (an action or process) happen sooner or be accomplished more quickly.,Something needs to be done to expedite the process.,0,0
Facilitate,promote,8,1,Make (an action or process) easy or easier.,The new ramp will facilitate the entry of wheelchairs.,0,0
Prefer,promote,8,1,Like (one thing or person) better than another or others; tend to choose.,Do you prefer hot or cold weather ?,0,0
Promulgate,promote,8,1,Promote or make widely known (an idea or cause),The new law was finally promulgated in the autumn of last year.,0,0
Upcast,promote,8,1,A shaft through which air leaves a mine.,The child looked at her father with upcast eyes.,0,0
Emigrant,alien,8,1,A person who leaves their own country in order to settle permanently in another.,"For a growing number of the world's emigrants, China - not the United States - is the land where opportunities are endless.",0,0
Foreign,alien,8,1,"Of, from, in, or characteristic of a country or language other than one's own.",Spain was the first foreign country she had visited.,0,0
Foreigner,alien,8,1,A person born in or coming from a country other than one's own.,Her family disowned her for marrying a foreigner.,0,0
Immigrant,alien,8,1,A person who comes to live permanently in a foreign country.,a large immigrant population,0,0
Non-resident,alien,8,1,Not living or based in a particular place.,The hotel bar is open to non-residents.,0,0
Account,tale,8,1,A report or description of an event or experience.,I've opened an account with a building society.,0,0
Anecdote,tale,8,1,A short amusing or interesting story about a real incident or person.,He told one or two amusing anecdotes about his years as a policeman.,0,0
Epic,tale,8,1,"A long poem, typically one derived from ancient oral tradition.",I gave up my epic and wrote this little tale instead.,0,0
fraudulence,tale,8,1,the action or quality of cheating,She felt anger at herself for failing to see through Peter's fraudulence.,0,0
Myth,tale,8,1,A traditional story.,ancient myths,0,0
Narration,tale,8,1,The action or process of narrating a story.,Dame Judi Dench did the narration for the documentary.,0,0
Parable,tale,8,1,"A simple story used to illustrate a moral or spiritual lesson, as told by Jesus in the Gospels.",The minister preached a sermon on the parable of the lost sheep.,0,0
Version,tale,8,1,A particular form of something differing in certain respects from an earlier form or other forms of the same type of thing.,The official version of events is that the police were attacked and were just trying to defend themselves.,0,0
Conclusive,accurate,8,1,(of evidence or argument) having or likely to have the effect of proving a case; decisive.,They had conclusive of her guilt.,0,0
Definite,accurate,8,1,Clearly stated or decided; not vague or doubtful.,The date for the meeting is now definite: 5 March.,0,0
Explicit,accurate,8,1,"Stated clearly and in detail, leaving no room for confusion or doubt.",I gave her very explicit directions how to get here.,0,0
Impeccable,accurate,8,1,In accordance with the highest standards; faultless.,impeccable taste / manners credentials,0,0
Linear,accurate,8,1,Arranged in or extending along a straight or nearly straight line.,a linear diagram,0,0
Meticulous,accurate,8,1,Showing great attention to detail; very careful and precise.,Many hours of meticulous preparation have gone into writing the book.,0,0
Minute,accurate,8,1,A period of time equal to sixty seconds or a sixtieth of an hour.,a 20-minute bus ride,0,0
Rigorous,accurate,8,1,Extremely thorough and careful.,rigorous testing / checking methods,0,0
Scrupulous,accurate,8,1,"(of a person or process) careful, thorough, and extremely attentive to details.",A scrupulous politician would not lie about her business interests.,0,0
Sensitive,accurate,8,1,"Quick to detect or respond to slight changes, signals, or influences.",Her reply showed that she was very sensitive to criticism.,0,0
Terse,accurate,8,1,Sparing in the use of words; abrupt.,"""Are you feeling any better ?"" ""No!"" was the terse reply.",0,0
Truthful,accurate,8,1,Telling or expressing the truth; honest.,The public has a right to expect truthful answers from politicians.,0,0
Fastidious,accurate,8,1,Very attentive to and concerned about accuracy and detail.,He is very fastidious about how a suitcase should be packed.,0,0
Imperious,accurate,8,1,Arrogant and domineering.,an imperious manner / voice,0,0
Authentic,accurate,8,1,Of undisputed origin and not a copy; genuine.,an authentic 1920s dress,0,0
Literal,accurate,8,1,Taking words in their usual or most basic sense without metaphor or exaggeration.,"The literal meaning of "" television "" is "" seeing from a distance "".",0,0
Modify,accurate,8,1,Make partial or minor changes to (something),"Instead of simply punishing them, the system encourages offenders to modify their behaviour.",0,0
Appreciable,accurate,8,1,Large or important enough to be noticed.,There has been an appreciable drop in the number of unemployed since the new government came to power.,0,0
Finite,accurate,8,1,Limited in size or extent.,The funds available for the health service are finite and we cannot afford to waste money.,0,0
implicit,accurate,8,1,Suggested though not directly expressed.,He interpreted her comments as an implicit criticism of the government.,0,0
Hernia,breach,8,2,A condition in which part of an organ is displaced and protrudes through the wall of the cavity containing it.,"The 20-year-old, recovering from a hernia operation returns to full training.",0,0
Infringe,breach,8,2,"Actively break the terms of (a law, agreement, etc.)",They infringed building regulations.,0,0
Invasion,breach,8,2,An instance of invading a country or region with an armed force.,They were planning to mount an invasion of the north of the country.,0,0
Lapse,breach,8,2,"A brief or temporary failure of concentration, memory, or judgement.",a lapse of concentration,0,0
Omission,breach,8,2,Someone or something that has been left out or excluded.,Measures to control child employment are a glaring omission from new legislation to protect children.,0,0
Rupture,breach,8,2,"(especially of a pipe or container, or bodily part such as an organ or membrane) break or burst suddenly.",His appendix ruptured and he had to be rushed to hospital.,0,0
Accuse,charge,8,2,Charge (someone) with an offence or crime.,"""It wasn't my fault."" ""Don't worry, I'm not accusing you.""",0,0
Allege,charge,8,2,"Claim or assert that someone has done something illegal or wrong, typically without proof.",The two men allege (that) the police forced them to make FALSE confessions.,0,0
Expense,charge,8,2,The cost incurred in or required for something.,Buying a bigger car has proved to be well expense.,0,0
Implicate,charge,8,2,Show (someone) to be involved in a crime.,Have they any evidence to implicate him in the robbery ?,0,0
Jurisprudence,charge,8,2,The theory or philosophy of law.,"In the jurisprudence, we must first address the prohibition of abuse of rights, followed by identifying what is the abuse of rights.",0,0
Presentment,charge,8,2,"A formal presentation of information to a court, especially by a sworn jury regarding an offence or other matter.",No presentment for acceptance is needed for a bill of exchange payable at sight.,0,0
Inactive,dull,8,2,Not engaging in or involving any or much physical activity.,It's bad for your health to be physically inactive.,0,0
Listless,dull,8,2,(of a person or their manner) lacking energy or enthusiasm.,He's seemed listless and a little depressed ever since he got his exam results.,0,0
Mediocre,dull,8,2,Of only average quality; not very good.,The film's plot is predictable and the acting is mediocre.,0,0
Monotonous,dull,8,2,"Dull, tedious, and repetitious; lacking in variety and interest.",a monotonous job,0,0
Opaque,dull,8,2,Not able to be seen through; not transparent.,opaque glass / tights,0,0
Somber,dull,8,2,Dark or dull in colour or tone.,A funeral is a somber occasion.,0,0
Tarnish,dull,8,2,"Lose or cause to lose lustre, especially as a result of exposure to air or moisture.",By this time a series of scandals had severely tarnished the candidate's.,0,0
Tiresome,dull,8,2,Causing one to feel bored or annoyed.,I find it very tiresome doing the same job day after.,0,0
Trite,dull,8,2,(of a remark or idea) lacking originality or freshness; dull on account of overuse.,His lyrics about love and peace are too trite for me to take them seriously.,0,0
Banal,dull,8,2,So lacking in originality as to be obvious and boring.,He just sat there making banal remarks all evening.,0,0
Diurnal,perpetual,8,2,Of or during the day.,"Unlike most other bats, this species is diurnal.",0,0
Habitual,perpetual,8,2,Done constantly or as a habit.,a habitual thief,0,0
Incessant,perpetual,8,2,(of something regarded as unpleasant) continuing without pause or interruption.,incessant rain / noise complaints,0,0
Indestructible,perpetual,8,2,Not able to be destroyed.,These plastic cups are virtually indestructible.,0,0
Interminable,perpetual,8,2,Endless or apparently endless (often used hyperbolically),an interminable delay,0,0
Irrefragable,perpetual,8,2,Not able to be refuted or disproved; indisputable.,That the employees are the best wealth in the enterprise has been an irrefragable fact in this knowledge economy era.,0,0
Irrefrangible,perpetual,8,2,(of a rule) inviolable.,"But in every shape, they are, on account of their solidity, infrangible, or incapable of actual division.",0,0
Permanent,perpetual,8,2,Lasting or intended to last or remain unchanged indefinitely.,She is looking for a permanent place to stay.,0,0
Continuous,perpetual,8,2,Forming an unbroken whole; without interruption.,continuous pain,0,0
Inexhaustible,perpetual,8,2,(of an amount or supply of something) unable to be used up because existing in abundance.,There seemed to be an inexhaustible supply of champagne at the wedding.,0,0
Myriad,perpetual,8,2,A countless or extremely great number of people or things.,a myriad of choices,0,0
Deity,perpetual,8,2,A god or goddess (in a polytheistic religion),Ares and Aphrodite were the ancient Greek deities of war and love.,0,0
Immutable,perpetual,8,2,Unchanging over time or unable to be changed.,an immutable law,0,0
Indelible,perpetual,8,2,(of ink or a pen) making marks that cannot be removed.,indelible ink,0,0
Lifelong,perpetual,8,2,Lasting or remaining in a particular state throughout a person's life.,She was a lifelong member of the Labour party.,0,0
Akin,comparable,8,3,Of similar character.,They speak a language akin to French.,0,0
Analogous,comparable,8,3,"Comparable in certain respects, typically in a way which makes clearer the nature of the things compared.",He drew an analogy between the brain and a vast computer.,0,0
Equivalent,comparable,8,3,"Equal in value, amount, function, meaning, etc.",She's doing the equivalent job in the new company but for more money.,0,0
proportionate,comparable,8,3,corresponding in size or amount to something else,A number of directors have purchased tranches of the shares to maintain their proportionate interests in the enlarged share capital.,0,0
Similar,comparable,8,3,"Having a resemblance in appearance, character, or quantity, without being identical.",My father and I have similar views on politics.,0,0
Exceed,eclipse,8,3,"Be greater in number or size than (a quantity, number, or other measurable thing)","The final cost should not exceed $5,000.",0,0
Outdo,eclipse,8,3,Be superior to in action or performance.,He always tries to outdo everybody else in the class.,0,0
Outweigh,eclipse,8,3,"Be heavier, greater, or more significant than.",The benefits of this treatment far outweigh any risks.,0,0
Overshadow,eclipse,8,3,Tower above and cast a shadow over.,Karen has always felt overshadowed by her famous elder sister.,0,0
Transcend,eclipse,8,3,Be or go beyond the range or limits of (a field of activity or conceptual sphere),The best films are those which transcend national or cultural barriers.,0,0
Accuracy,skill,8,3,The quality or state of being correct or precise.,We can predict changes with a surprising accuracy.,0,0
Competence,skill,8,3,The ability to do something successfully or efficiently.,Her competence as a teacher is unquestionable.,0,0
Dexterity,skill,8,3,"Skill in performing tasks, especially with the hands.",He caught the ball with great dexterity.,0,0
Efficiency,skill,8,3,The state or quality of being efficient.,What is so impressive about their society is the efficiency of the public services.,0,0
Finesse,skill,8,3,Impressive delicacy and skill.,It was a disappointing performance that lacked finesse.,0,0
Ingenuity,skill,8,3,"The quality of being clever, original, and inventive.",Drug smugglers constantly use their ingenuity to find new ways of getting drugs into a country.,0,0
Mastery,skill,8,3,Comprehensive knowledge or skill in a particular subject or activity.,her mastery of the situation,0,0
Proficiency,skill,8,3,A high degree of skill; expertise.,Candidates must be able to demonstrate a high level of proficiency in both languages.,0,0
Qualification,skill,8,3,A pass of an examination or an official completion of a course.,You'll never get a good job if you don't have any qualifications.,0,0
Potency,skill,8,3,The power of something to influence or make an impression.,This new drug's potency is not yet known.,0,0
Physicist,skill,8,3,An expert in or student of physics.,"So fate not only made me a physicist, but it also made me a computer scientist.",0,0
Adroit,skill,8,3,Clever or skilful.,an adroit reaction / answer movement of the hand,0,0
Efficient,skill,8,3,(of a system or machine) achieving maximum productivity with minimum wasted effort or expense.,The city's transport system is one of the most efficient in Europe.,0,0
Ingenious,skill,8,3,"(of a person) clever, original, and inventive.",an ingenious idea / method solution,0,0
Proficient,skill,8,3,Competent or skilled in doing or using something.,a proficient swimmer,0,0
Versatile,skill,8,3,Able to adapt or be adapted to many different functions or activities.,He's a very versatile young actor who's as happy in highbrow dramas as he is in TV comedies.,0,0
Obsolete,primitive,8,3,No longer produced or used; out of date.,Gas lamps became obsolete when electric lighting was invented.,0,0
Primitive,primitive,8,3,"Relating to, denoting, or preserving the character of an early stage in the evolutionary or historical development of something.","Primitive races colonized these islands 2,000 years ago.",0,0
Pristine,primitive,8,3,In its original condition; unspoilt.,pristine new offices,0,0
Archaic,primitive,8,3,Very old or old-fashioned.,an archaic system of government,0,0
Feudal,primitive,8,3,"According to, resembling, or denoting the system of feudalism.",the feudal system,0,0
Indigenous,primitive,8,3,Originating or occurring naturally in a particular place; native.,Are there any species of frog indigenous to the area ?,0,0
Medieval,primitive,8,3,Relating to the Middle Ages.,a medieval building / painting town,0,0
Primeval,primitive,8,3,Of the earliest time in history.,primeval forests,0,0
Rudimentary,primitive,8,3,Involving or limited to basic principles.,Her knowledge is still only rudimentary.,0,0
Rustic,primitive,8,3,Relating to the countryside; rural.,a rustic bench / cabin,0,0
Impassable,impenetrable,9,1,Impossible to travel along or over.,Many roads were flooded and impassable following the storm.,0,0
Impervious,impenetrable,9,1,Not allowing fluid to pass through.,How does glue bond with impervious substances like glass and metal ?,0,0
Impregnable,impenetrable,9,1,(of a fortified position) unable to be captured or broken into.,"Despite burglar alarms and window locks, homes are never impregnable against determined thieves.",0,0
Incomprehensible,impenetrable,9,1,Not able to be understood; not intelligible.,These accounts are utterly incomprehensible. Can you explain them to me?,0,0
Inscrutable,impenetrable,9,1,Impossible to understand or interpret.,an inscrutable face / expression smile,0,0
Invulnerable,impenetrable,9,1,Impossible to harm or damage.,"The command bunker is virtually invulnerable, even to a nuclear attack.",0,0
Unaccountable,impenetrable,9,1,Unable to be explained.,The military and CIA hire contractors who are completely unaccountable to Congress.,0,0
Inaccessible,impenetrable,9,1,Unable to be reached.,one of the most inaccessible places in the world,0,0
Invincible,impenetrable,9,1,Too powerful to be defeated or overcome.,Last year the company invincible but in recent weeks has begun to have problems.,0,0
Congeal,impenetrable,9,1,"Become semi-solid, especially on cooling.",The blood had congealed in thick black clots.,0,0
Acrimonious,acerbic,9,1,(typically of speech or discussion) angry and bitter.,an acrimonious dispute,0,0
acid,acerbic,9,1,"A substance with particular chemical properties including turning litmus red, neutralizing alkalis, and dissolving some metals.",acetic/hydrochloric/ lactic acid,0,0
Caustic,acerbic,9,1,Able to burn or corrode organic tissue by chemical action.,a caustic substance,0,0
Corrosive,acerbic,9,1,Tending to cause corrosion.,Steel tends to corrode faster in a salty atmosphere.,0,0
Mordant,acerbic,9,1,(especially of humour) having or showing a sharp or critical quality; biting.,mordant,0,0
Sardonic,acerbic,9,1,Grimly mocking or cynical.,a sardonic smile / look comment,0,0
Satiric,acerbic,9,1,"sarcastic, critical, and mocking another's weaknesses",I'm not sure I fully understood the complete satiric meaning of your piece.,,0
Trenchant,acerbic,9,1,Vigorous or incisive in expression or style.,"His most trenchant criticism is reserved for the party leader, whom he describes as ""the most incompetent and ineffectual the has known "".",0,0
Antarctic,icy,9,1,Relating to the south polar region or Antarctica.,The protection of the Antarctic from commercial exploitation is an important goal of environmentalists.,0,0
Frigid,icy,9,1,Very cold in temperature.,She turned her frigid gaze on him.,0,0
Glacial,icy,9,1,"Relating to or denoting the presence or agency of ice, especially in the form of glaciers.",glacial deposits,0,0
Glazier,icy,9,1,A person whose trade is fitting glass into windows and doors.,A glazier was just finishing off replacing the shattered window so at least I could see what I was doing.,0,0
Hibernal,icy,9,1,"Of, characteristic of, or occurring in winter.","The cave bear retired into the same retreats, but he probably only came there to pass the period of his hibernal sleep.",0,0
Polar,icy,9,1,Relating to the North or South Pole.,the polar ice caps,0,0
Wintry,icy,9,1,"Characteristic of winter, especially in feeling or looking very cold and bleak.",It looks like this wintry weather is here to stay.,0,0
Aloof,indifferent,9,1,Not friendly or forthcoming; cool and distant.,She seemed rather aloof when in fact she was just shy.,0,0
Disinterested,indifferent,9,1,Not influenced by considerations of personal advantage.,a disinterested observer / judgment,0,0
Impersonal,indifferent,9,1,"Not influenced by, showing, or involving personal feelings.",She has a very cold and impersonal manner.,0,0
Lax,indifferent,9,1,"Not sufficiently strict, severe, or careful.",The subcommittee contends that the authorities were lax in investigating most of the cases.,0,0
Neutral,indifferent,9,1,"Not supporting or helping either side in a conflict, disagreement, etc.; impartial.","If there's an argument between my daughter and her mother, it's important that I remain neutral.",0,0
Non-combatant,indifferent,9,1,"A person who is not engaged in fighting during a war, especially a civilian, army chaplain, or army doctor.",non-combatant troops / ships,0,0
Passive,indifferent,9,1,"Accepting or allowing what happens or what others do, without active response or resistance.",He's very passive in the relationship.,0,0
Unbiased,indifferent,9,1,Showing no prejudice for or against something; impartial.,unbiased advice,0,0
Impartial,indifferent,9,1,Treating all rivals or disputants equally.,impartial advice,0,0
Objective,indifferent,9,1,(of a person or their judgement) not influenced by personal feelings or opinions in considering and representing facts.,Her objective now is simply to stay in power.,0,0
Satire,mockery,9,2,"The use of humour, irony, exaggeration, or ridicule to expose and criticize people's stupidity or vices.",political satire,0,0
Wry,mockery,9,2,"Using or expressing dry, especially mocking, humour.",a wry smile / comment,0,0
Buffoonery,mockery,9,2,Behaviour that is ridiculous but amusing.,"He insists over and over that his task is not buffoonery, but teaching.",0,0
Caricature,mockery,9,2,"A picture, description, or imitation of a person in which certain characteristics are exaggerated to create a comic effect.",She drew a wickedly funny caricature of the teacher.,0,0
Parody,mockery,9,2,"An imitation of the style of a particular writer, artist, or genre with deliberate exaggeration for comic effect.",He attacked her ideas through parody.,0,0
Travesty,mockery,9,2,"A false, absurd, or distorted representation of something.","It seemed almost a mockery, a travesty of what should have been.",0,0
Belittle,mockery,9,2,Dismiss (someone or something) as unimportant.,"Though she had spent hours fixing the computer, he belittled her efforts.",0,0
Deride,mockery,9,2,Express contempt for; ridicule.,He derided my singing as pathetic.,0,0
Derision,mockery,9,2,Contemptuous ridicule or mockery.,They treated his suggestion with derision.,0,0
Disregard,mockery,9,2,Pay no attention to; ignore.,What amazes me is her complete disregard for anyone else's opinion.,0,0
Revile,mockery,9,2,Criticize in an abusive or angrily insulting manner.,The judge was reviled in the newspapers for his opinions on rape.,0,0
Ridicule,mockery,9,2,The subjection of someone or something to contemptuous and dismissive language or behaviour.,She was treated with scorn and ridicule by her colleagues when she applied for the job.,0,0
Believe,admit,9,2,"Accept that (something) is true, especially without proof.","Strangely, no one believed us when we told them we'd been visited by a creature from Mars.",0,0
Confide,admit,9,2,Tell someone about a secret or private matter while trusting them not to repeat it to others.,He confided ( to her) that his hair was not his own.,0,0
Divulge,admit,9,2,Make known (private or sensitive information),Journalists do not divulge their sources.,0,0
Enlist,admit,9,2,Enrol or be enrolled in the armed services.,They both enlisted ( in the navy ) a year before the war broke out.,0,0
Innovate,admit,9,2,"Make changes in something established, especially by introducing new methods, ideas, or products.",The fashion industry is always desperate to innovate.,0,0
Recognize,admit,9,2,Identify (someone or something) from having encountered them before; know again.,"I hadn't seen her for 20 years, but I recognized her immediately.",0,0
Antidote,remedy,9,2,A medicine taken or given to counteract a particular poison.,Sales of nerve gas antidotes increased dramatically before the war.,0,0
Medicine,remedy,9,2,"The science or practice of the diagnosis, treatment, and prevention of disease (in technical use often taken to exclude surgery)",paediatric / preventative medicine,0,0
Prescription,remedy,9,2,An instruction written by a medical practitioner that authorizes a patient to be issued with a medicine or treatment.,a doctor's prescription,0,0
Recourse,remedy,9,2,A source of help in a difficult situation.,It is hoped that the dispute will be settled without recourse to litigation.,0,0
Rectify,remedy,9,2,Put right; correct.,I am determined to take whatever action is necessary to rectify the situation.,0,0
Redress,remedy,9,2,Remedy or set right (an undesirable or unfair situation),"Most managers, politicians and bosses are men - how can women ?",0,0
Accurate,proper,9,2,"(especially of information, measurements, or predictions) correct in all details; exact.",an accurate machine,0,0
Appropriate,proper,9,2,Suitable or proper in the circumstances.,appropriate footwear for the country,0,0
Decent,proper,9,2,Conforming with generally accepted standards of respectable or moral behaviour.,Everyone should be entitled to a decent wage / standard of living.,0,0
Equitable,proper,9,2,Fair and impartial.,an equitable tax system,0,0
Legitimate,proper,9,2,Conforming to the law or to rules.,The army must give power back to the legitimate government.,0,0
Permissible,proper,9,2,Permitted; allowed.,Is it permissible to park my car here?,0,0
Precise,proper,9,2,Marked by exactness and accuracy of expression or detail.,The bunker's precise location is a closely guarded secret.,0,0
Relevant,proper,9,2,Closely connected or appropriate to what is being done or considered.,Education should be relevant to the child's needs.,0,0
Allot,proper,9,2,Give or apportion (something) to someone.,They allotted everyone a separate desk.,0,0
Confiscate,proper,9,2,Take or seize (someone's property) with authority.,Miss Edwards confiscated my phone !,0,0
Embezzle,proper,9,2,Steal or misappropriate (money placed in one's trust or belonging to the organization for which one works),She embezzled thousands of dollars from the charity.,0,0
Pertinent,proper,9,2,Relevant or applicable to a particular matter; apposite.,a pertinent question / remark,0,0
Reconcilable,proper,9,2,Capable of being reconciled; compatible.,He has resigned because he no longer believes that the strategy of our party is reconcilable with his republican beliefs.,0,0
Rightful,proper,9,2,"Having a legitimate right to property, position, or status.",Don't forget that I am the rightful owner of this house.,0,0
Lithograph,copy,9,3,A lithographic print.,"Apart from paintings he produced a good deal of graphic work, including numerous book illustrations in lithograph and woodcut.",0,0
Octavo,copy,9,3,A size of book page that results from folding each printed sheet into eight leaves (sixteen pages),"The text was extensively altered for the second edition of 1875, and the format was reduced to the usual crown octavo.",0,0
Quarto,copy,9,3,A size of book page resulting from folding each printed sheet into four leaves (eight pages).,"Of course, it is not possible to have eleven leaves in one gathering of a quarto book.",0,0
Replica,copy,9,3,"An exact copy or model of something, especially one on a smaller scale.",The ship is an exact replica of the original Golden Hind.,0,0
Reproduce,copy,9,3,Produce a copy of.,His work was reproduced on leaflets and magazines.,0,0
Reproduction,copy,9,3,The action or process of copying something.,human / sexual reproduction,0,0
Specimen,copy,9,3,"An individual animal, plant, piece of a mineral, etc. used as an example of its species or type for scientific study or display.",He has a collection of rare insect specimens.,0,0
Statuette,copy,9,3,"A small statue or figurine, especially one that is smaller than life-size.",Gardening enthusiasts are turning detective to try and find the origins of a carved statuette.,0,0
Facsimile,copy,9,3,"An exact copy, especially of written or printed material.",a facsimile of the original manuscript,0,0
Abet,provoke,9,3,"Encourage or assist (someone) to do something wrong, in particular to commit a crime.",His accountant had abetted him in the fraud.,0,0
Aggravate,provoke,9,3,"Make (a problem, injury, or offence) worse or more serious.",Attempts to restrict parking in the city centre have further aggravated the problem of traffic congestion.,0,0
Awaken,provoke,9,3,Rouse from sleep; cause to stop sleeping.,They were awakened by the sound of gunfire.,0,0
Engender,provoke,9,3,"Cause or give rise to (a feeling, situation, or condition)",Her latest book has engendered a lot of controversy.,0,0
Enrage,provoke,9,3,Make (someone) very angry.,Plans to build a new nightclub in the neighbourhood have enraged local residents.,0,0
Galvanize,provoke,9,3,Shock or excite (someone) into taking action.,Western charities were galvanized by TV pictures of starving people.,0,0
Generate,provoke,9,3,Produce or create.,Her latest film has generated a lot of.,0,0
Incite,provoke,9,3,Encourage or stir up (violent or unlawful behaviour),She incited racial hatred by distributing anti-Semitic leaflets.,0,0
Accost,provoke,9,3,Approach and address (someone) boldly or aggressively.,I'm usually accosted by beggars and drunks as I walk to the station.,0,0
Badger,provoke,9,3,"A heavily built omnivorous nocturnal mammal of the weasel family, typically having a grey and black coat.",Stop badgering me - I'll do it when I'm ready.,0,0
Tantalize,provoke,9,3,Torment or tease (someone) with the sight or promise of something that is unobtainable.,Her paintings tantalize the eye.,0,0
Conjecture,hunch,9,3,An opinion or conclusion formed on the basis of incomplete information.,There's been a lot of conjecture in the media recently about the marriage.,0,0
Inkling,hunch,9,3,A slight knowledge or suspicion; a hint.,I didn't have the slightest inkling that she was unhappy.,0,0
Intuition,hunch,9,3,"The ability to understand something instinctively, without the need for conscious reasoning.",Often there's no clear evidence one way or the other and you just have to base your judgment on intuition.,0,0
Premonition,hunch,9,3,"A strong feeling that something is about to happen, especially something unpleasant.","He had a premonition that his plane would crash, so he took the train.",0,0
Reck,hunch,9,3,Pay heed to something.,"Yet there are dangers, dangers to me of which I reck little, and dangers to thee.",0,0
Supposition,hunch,9,3,A belief held without proof or certain knowledge; an assumption or hypothesis.,That article was based on pure supposition.,0,0
Captivate,fascinate,9,3,Attract and hold the interest and attention of; charm.,"With her beauty and charm, she captivated film audiences everywhere.",0,0
Engross,fascinate,9,3,Absorb all the attention or interest of.,What is it about Harry Potter that so engrosses children ?,0,0
Enrapture,fascinate,9,3,Give intense pleasure or joy to.,The performance enraptured adults and children alike.,0,0
Hypnotize,fascinate,9,3,Produce a state of hypnosis in (someone),She agreed to be hypnotized to try to remember what had happened.,0,0
Mesmerize,fascinate,9,3,Capture the complete attention of (someone); transfix.,I was completely mesmerized by the performance.,0,0
Tempt,fascinate,9,3,Entice or try to entice (someone) to do something that they find attractive but know to be wrong or unwise.,The offer of free credit tempted her into buy ing a new car.,0,0
Enamor,fascinate,9,3,Be filled with love for.,"Needless to say, this does not enamor her to the powers that be in Cameroon.",0,0
Amusement,fascinate,9,3,The state or experience of finding something funny.,She looked at him with amusement.,0,0
Gratify,fascinate,9,3,Give (someone) pleasure or satisfaction.,We were gratified by the response to our appeal.,0,0
